id,name,image,party,party_id,term,email,area,source
Muremi-Nimrod-Mbandu,Muremi Nimrod Mbandu,http://www.parliament.na/images/nationalcouncil/592_nimrod_mbandu_muremi.jpg,SWAPO,SWAPO,4,n.muremi@parliament.na,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=1315:muremi-nimrod-mbandu&catid=136&Itemid=1376
Sibalatani-Bernard-Songa,Sibalatani Bernard Songa,http://www.parliament.na/images/nationalcouncil/357_img_0037.jpg,SWAPO,SWAPO,3,b.sibalatani@parliament.na,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=918:sibalatani-bernard-songa-3rd&catid=124&Itemid=1377
Nehova-Kandy-Shafodino-Hinananye,"Nehova ""Kandy"" Shafodino Hinananye",http://www.parliament.na/images/nationalassemblymembers/583_kandy_n.jpg,SWAPO,SWAPO,1,k.nehova@parliament.na,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=574:kandy-1st&catid=119&Itemid=1379
Kaujeua-Issaskar-Kaunako,Kaujeua Issaskar Kaunako,http://www.parliament.na/images/nationalcouncil/issaskar.jpg,SWAPO,SWAPO,4,i.kaujeua@parliament.na,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=20:kaujeua-isakar&catid=136&Itemid=1376
Minnaar-Jakobus,Minnaar Jakobus,"",SWAPO,SWAPO,1,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=943:minnaar-jakobus&catid=119&Itemid=1379
Kapirika-Servaius,Kapirika Servaius,"",SWAPO,SWAPO,1,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=942:kapirika-servaius&catid=119&Itemid=1379
Kavetu-Lydia-Ngohauvi,Kavetu Lydia Ngohauvi,http://www.parliament.na/images/nationalcouncil/l_kavetu.JPG,DTA,DTA,3,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=926:kavetu-lydia-ngohauvi&catid=124&Itemid=1377
Hendjala-Erasmus,Hendjala Erasmus,http://www.parliament.na/images/nationalcouncil/e_hendjala.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=511:hendjala-erasmus-2nd&catid=122&Itemid=1378
Coma-Moses,!Coma Moses,http://www.parliament.na/images/nationalcouncil/m_coma.JPG,"","",4,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=925:coma-moses-4th&catid=136&Itemid=1376
Haingura-Ambrosius,Haingura Ambrosius,"",SWAPO,SWAPO,1,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=935:haingura-ambrosius&catid=119&Itemid=1379
Mujoro-Zedekia,Mujoro Zedekia,http://www.parliament.na/images/nationalcouncil/z_mujoro.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=549:mujoro-zedekia-2nd&catid=122&Itemid=1378
Shinohamba-Karlous-Marx,Shinohamba Karlous Marx,http://www.parliament.na/images/nationalcouncil/m_shinohamba.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=538:shinohamba-karlous-marx&catid=122&Itemid=1378
Hango-Asser,Hango Asser,"",SWAPO,SWAPO,1,,"",http://www.parliament.na/index.php?option=com_contact&view=contact&id=936:hango-asser&catid=119&Itemid=1379
